Bluetooth,免許不要の2.4GHz帯の電波を利用して通信する無線技術。指向性がなく、パソコンやスマートフォンのデータ交換などに使われている。,10,0
ミドルウェア,OSと応用ソフトウェアの中間に入るソフトウェア。多数の応用ソフトウェアが共通に利用する機能を，標準化されたインタフェースで応用ソフトウェアから利用できるようにするために使用される。,6,0
スループット,コンピュータによって処理される単位時間あたりの仕事量。,2,0
ターンアラウンドタイム,一連の仕事をコンピュータに依頼してから、完全な処理結果を受け取るまでにかかる時間(入力作業の開始からすべての出力作業を終えるまでに要する時間)。,3,0
レスポンスタイム,コンピュータに処理要求を行ってから、最初の反応が返ってくるまでの時間。応答時間ともいう。,8,0
信頼性,システムが不具合なく、正常に稼働していること。,2,0
可用性,ユーザーが必要な時に、いつでもシステムを利用できる状態であること。,1,0
保守性,システムに不具合があった場合、早急かつ簡単に修復ができること。,5,0
保全性,システムに誤作動がなく、壊れにくいこと。,5,0
安全性,システムがセキュリティ上安全で、不正アクセスなどから保護されていること。,0,0
API,アプリケーションから，OSが用意する各種機能を利用するための仕組み。開発者は、APIを介してOSが持つ機能を呼び出すことができ、これを組合わせることで目的プログラムの互換性を高めたり、移植時の工数を削減できる。,10,0
OSS(オープンソースソフトウェア),誰でも自由に使用できるよう無償公開されているソースコード。開発者は、OSS化されているソースコードを用いることで実装工数の削減ができる。,12,0
ジョブ,ユーザーがコンピュータに対して指示する仕事の単位。,2,0
タスク,ユーザーから指示されたジョブをコンピュータ内で処理しやすいよう分解した仕事の単位。プロセスとも呼ばれる。,3,0
スプーリング,プリンタなどの低速な入出力装置への出力データを一旦高速な磁気ディスクに格納しておき，その後に目的の装置に出力する方式。CPUと入出力装置の処理速度の差を埋めることで、スループットの向上が見込める。,2,0
優先度方式,タスクが複数ある際、優先度の高いタスクからCPUの使用権を与える方式。,7,0
ラウンドロビン方式,タスクが複数ある際、一定時間の経過とともにCPUの使用権を変更していく方式。,8,0
割込み,実行中のプログラムを中断し、別処理に切り替えること。実行中のプログラムが原因で起こる内部割込みと、実行中のプログラムに関係なく起こる外部割込みに分類される。,9,0
フラグメンテーション,OSが動的な記憶領域の割当てと解放を繰り返すことによって，細切れの未使用領域が多数できてしまう現象。,5,0
ガーベジコレクション,フラグメンテーションの発生によって細切れになった未使用領域を連続した一つの領域にまとめ、再び利用可能にする処理。,1,0
メモリリーク,OSやアプリケーションのバグなどが原因で、動作中に確保した主記憶が解放されなくなる現象。これが発生すると主記憶中の利用可能な部分が減少してしまう。,6,0
オーバレイ方式,あらかじめプログラムを幾つかのセグメントに分割しておき、実行時に必要な部分だけ主記憶にロードして実行する方式。,0,0
ページング方式,補助記憶装置と主記憶を，固定長の領域に区切り，対応づけて管理する方式。補助記憶装置から主記憶にページを移すことを「ページイン」、逆に主記憶から補助記憶装置に移すことを「ページアウト」という。処理に必要なページを動的に割り当てることによって、主記憶を効率的に使用できる。,5,0
スラッシング,ページング方式において、ページ置換えの発生頻度が高くなり、システムの処理能力が低下する現象。,2,0
FIFO方式,ページング方式におけるページ置換えアルゴリズムの一つ。主記憶に一番古くから存在するページを置き換える方式。,11,0
LRU方式,ページング方式におけるページ置換えアルゴリズムの一つ。主記憶に存在するページの中から最後に参照されてから一番経過時間の長いページを置き換える方式。,12,0
LFU方式,ページング方式におけるページ置換えアルゴリズムの一つ。主記憶に存在するページの中から参照回数が最も少ないページを置き換える方式。,12,0
ディレクトリ,コンピュータのファイルシステムにおいて、データをファイルに格納し、さらにそれを階層構造で管理しているもの。階層構造の最上位にあるディレクトリをルートディレクトリ、そうでないディレクトリを下位ディレクトリという。また、現在の操作対象ディレクトリのことをカレントディレクトリという。,3,0
絶対パス指定,ルートディレクトリを基点とした目的ディレクトリまでの道筋。,2,0
相対パス指定,カレントディレクトリを基点とした目的ディレクトリまでの道筋。,2,0
再配置可能(リロケータブル),主記憶上のどのアドレスに配置しても実行できるプログラムの性質。,2,0
再入可能(リエントラント),プログラムの処理が終了していないときに，別のプログラムから再度呼び出されても正しく動作するプログラムの性質。,2,0
再使用可能(リユーザブル),一度実行した後、ロードし直さずに再び実行することができるプログラムの性質。,2,0
再帰的(リカーシブ),実行中に自分自身を呼び出すことができるプログラムの性質。,2,0
HTML,マークアップ言語の一つでWebページを記述するための言語。画像、音声、動画などを表現できる。CSSを用いてデザインをすることが多い,11,0
XML,双方向リンク可能なハイパテキスト記述言語。文字型定義(DTD)を用いることで、独自のタグを定義することができる。,14,0
JPEG,静止画像の圧縮形式のことで、国際規格に認定されている。フルカラーでの画像の圧縮、伸長が可能。(非可逆圧縮),11,0
MPEG,動画の圧縮形式のことで、国際規格に認定されている。,12,0
2進数,0と1の数字だけを使って数を表す数値の表示形式。1の次に一つ桁上がりする。同様にN進数は0からN-1までの数字を使って数を表す表示形式である。人は10進数をよく使用するが、コンピュータでは2進数と互換性が高い8進数、16進数がよく使用される。,15,0
補数,0と1だけで、マイナス記号を使用せずに負の数を表す数値の表示形式。コンピュータ内部では0と1しか使わないため、マイナスの数を表す時は補数が用いられる。,5,0
固定小数点表示,ビット列の特定の位置に小数点が存在することが約束されている数値の表現方法。小数点が最下位ビットの右に存在するときは整数を表現している。,1,0
浮動小数点表示,指数を使い小数を表すことができる数値の表現方法。固定小数点表示よりも大きな数や小さな数を表現するのに適している。,5,0
桁あふれ誤差,演算結果が、扱える数値の最大値、最小値を超えることによって生じる誤差。最大値を超えることをオーバフロー、最小値を超えることをアンダフローという。,1,0
丸め誤差,浮動小数点数の演算結果について、最小の桁より小さい部分の四捨五入、切上げ又は切捨てを行うことによって生じる誤差。,6,0
桁落ち誤差,値がほぼ等しい浮動小数点数同士の加算、減算において、有効桁数が大幅に減ってしまうこと。,1,0
情報落ち,絶対値に差がありすぎる数値の加算、減算において、絶対値の小さい数値が演算結果に反映されないこと。,2,0
打切り誤差,円周率などの無限小数の指定した桁数以下を打ち切るなど、計算処理の打ち切りを指定した規則で行うことで発生する誤差。,0,0
シフト演算,数値の桁を左右にずらすことで乗算、除算を行う手法。符号を考慮する算術シフト、符号を考慮しない論理シフトに分かれる。,2,0
論理シフト,符号を考慮しないシフト演算。N進数の数値を左に1ビットずらすとN倍、右に1ビットずらすと1/N倍になる。シフトであふれたビットは捨てられ、空いたビットには0が入る。,8,0
算術シフト,符号を考慮するシフト演算。N進数の数値を左に1ビットずらすとN倍、右に1ビットずらすと1/N倍になる。符号ビット(最上位ビット)は固定してシフトさせず、それ以下のビットだけでシフトを行う。左シフトでは、あふれたビットは捨てられ、空いたビットには0が入る。右シフトでは、あふれたビットは捨てられ、空いたビットには符号ビットと同じ値が入る。,2,0
A/D変換,アナログデータをデジタルデータに変換すること。標本化、量子化、符号化の順で処理が行われる。,10,0
標本化,時間的に連続したアナログ信号の波形から、一定の時間感覚で測定を行うこと。サンプリングとも呼ぶ。また、単位時間あたりの測定回数をサンプリング周波数(Hz)として表す。,5,0
量子化,標本化された信号を数値化すること。,8,0
符号化,量子化された信号を2進数のディジタル符号に変換すること。,5,0
機械学習,コンピュータに大量のデータを解析させることで、自ら予測や判断をできるようにすること。,1,0
ディープラーニング,機械学習の一種で、コンピュータがAIによって自らデータを判別できるようにすること。,3,0
論理和,二つの入力値のうち、少なくとも一方が真である場合に真を返す論理演算。OR回路などに用いられる。,8,0
論理積,二つの入力値のうち、どちらも真である場合に真を返す論理演算。AND回路などに用いられる。,8,0
否定,入力値が真である場合に偽、偽である場合に真を返す論理演算。NOT回路などに用いられる。,5,0
排他的論理和,二つの入力値の値が異なる場合に真を返す論理演算。XOR回路などに用いられる。,5,0
半加算器,2進数一桁の加算が行える論理回路。上位桁への桁上がりを考慮する。,5,0
全加算器,2進数一桁の加算が行える論理回路。下位桁からの桁上がり、上位桁への桁上がりを考慮する。,2,0
リスト構造,データ構造の一種で、データ部とポインタ部で構成される。ポインタ部には前後データのアドレスが入る。次データのアドレスだけを持っている単方向リスト、前後データのアドレスを持っている双方向リスト、リストが環状に連結しているリストを環状リストという。,8,0
キュー,データ構造の一種で、格納した順番でデータを取り出すことができるFIFOの特徴を持つ。キューにデータを格納することをエンキュー、キューからデータを取り出すことをデキューという。,1,0
FIFO,First In First Outの略で、先に格納されたデータが先に取り出される性質のこと。,11,0
スタック,データ構造の一種で、格納した順番とは逆の順番でデータを取り出すことができるLIFOの特徴を持つ。スタックにデータを格納することをプッシュ(Push)、スタックからデータを取り出すことをポップ(Pop)という。,2,0
LIFO,Last-In First-Outの略で、格納した順序とは逆の順序でデータをが取り出される性質のこと。,12,0
木構造,階層の上位から下位に節点をたどるよう、木の構造をしたデータ構造。データを節(ノード)、節と節を繋ぐ部分を枝(ブランチ)、最上位の節を根(ルート)、最下位の節を葉(リーフ)と呼ぶ。また、上位の節を親、下位の節を子と呼ぶ。,1,0
2分木,すべての枝の分岐が二つ以下である木構造のこと。,15,0
完全2分木,すべての節が二つの子節を持ち、根から葉までの深さが全て等しい2分木。ただし、深さが1だけ深く、左端から詰められている葉がある場合も完全2分木として扱われる。,1,0
2分探索木,すべての節において「左の子<親<右の子」の不等式が成り立つ2分木。,15,0
ヒープ木,すべての節において「子<親」または「子>親」の不等式が成り立つ完全2分木。,5,0
逆ポーランド記法,数式の表記法の一種。左から式を見ていき、演算子があったら直前の二つの数値をその演算子で計算する。,1,0
基本交換法(バブルソート),隣り合う要素を比較し、逆順であれば交換して整列を行う手法。N個のデータを整列させるために必要な比較回数はN(N-1)/2となる。計算量はO(n^2)。,1,0
基本選択法(選択ソート),最大または最小となる要素を順次取り出して、端に置いていくことで整列を行う手法。N個のデータを整列させるために必要な比較回数はN(N-1)/2となる。計算量はO(n^2)。,1,0
基本挿入法(挿入ソート),要素を順次取り出し、それまでに取り出した要素の集合に順序関係を考慮しつつ挿入することで整列を行う手法。N個のデータを整列させるために必要な比較回数はN(N-1)/2となる。計算量はO(n^2)。,1,0
クイックソート,要素の中から適当な基準値を設けて、その要素よりも小さい集合、大きい集合に分ける。分けられた集合にも同じ処理を繰り返していくことで整列を行う手法。,1,0
線形探索法,配列などの先頭から目的データをしらみつぶしに調べていくデータの探索方法。不規則に配置されたデータの中から目的データを探索するのに適しているが、探索に時間がかかる。N個のデータの探索回数の最小は1回、最大はN回、平均は(N+1)/2回となる。計算量はO(n)。,2,0
2分探索法,配列などの中央のデータと目的データを比較し、一致しなければ大小関係を考慮して前半または後半のデータに範囲を限定していくデータの探索方法。データが昇順または降順に並んでいる場合のみ有効な探索方法。N個のデータの平均比較回数はlogN回、最大比較回数はlogN+1回となる。計算量はO(logN)。,15,0
ハッシュ探索法,前もって保持しているキーをハッシュ関数に通しアドレスを生成、そのアドレスを用いて直接探索するデータの探索方法。ハッシュ関数によって格納先アドレスが衝突してしまうことをシノニムと言い、発生すると別の方法でアドレスを求める必要性が出てきてしまう。N個のデータの探索回数は、ハッシュ値が衝突する確率は無視できるほど小さいものとするとき、1回となる。計算量はO(1)。,5,0
計算量(オーダー),処理データの大きさによって、プログラムの実行時間がどのように変化するかを考えるときに用いる概念。O(x)と表し、xの部分に数式が入る。,1,0
バッチ処理,一定期間又は一定量のデータを集め、一括して処理する方式。,5,0
3層クライアントサーバシステム,プレゼンテーション層、ファンクション層、データベース層の3層構造に分離したクライアントサーバシステム。業務処理はサーバ側で実行し、クライアント側はHTMLの記述に従って結果を画面に表示する役割を担う。,15,0
ストアドプロシージャ,クライアントサーバシステムにおいて、利用頻度の高い命令群をあらかじめサーバ上のDBMSに格納しておくことによって、クライアントサーバ間のネットワーク負荷を軽減する仕組み。,2,0
シンクライアントシステム,ユーザーが操作するデバイスには必要最低限の機能を装備させ、ほとんどの処理をサーバ側で行う設計、またはそのデバイスのこと。外部記憶装置がないシステムでは、サーバを防御することによって、ウイルスなどの脅威にさらされるリスクを低減することができる。,2,0
デュプレックスシステム,2系列で構成され、一方はオンライン処理を行い、もう一方は待機状態として故障に備えているシステム。,3,0
コールドスタンバイ,コンピュータを2台用意しておき、現用系が故障したときは、待機している待機系のコンピュータにて現用系と同一のオンライン処理プログラムを起動し、切り替えて、処理を実行するシステム。,1,0
ホットスタンバイ,コンピュータを2台用意しておき、現用系が故障したときは、現用系と同一のオンライン処理プログラムをあらかじめ起動して待機している待機系のコンピュータに速やかに切り替えて、処理を続行するシステム。,5,0
デュアルシステム,同じ処理を行うシステムを二重に用意し、処理結果を照合することで処理の正しさを確認するシステム。どちらかのシステムに障害が発生した場合は、縮退運転によって処理を継続する。,3,0
マルチプロセッサシステム,複数のCPUを多重化することで、一連の処理を分散させて同時かつ独立に処理を進めて全体の処理時間を短縮できるシステム。複数のCPUが主記憶を共有し、単一のOSで制御される密結合マルチプロセッサシステムと、CPUごとに独立した主記憶を持ち、それぞれが独立したOSで制御される疎結合マルチプロセッサが存在する。,6,0
負荷分散クラスタ構成,同じ機能の複数のサーバを稼働させ、リクエストに対する処理を各サーバに振り分けて実行する。,5,0
RAID,複数の磁気ディスクを使い、アクセスの高速化、高信頼性を実現する技術。主に以下のRAIDに分けられる。RAID0：複数のディスクにデータを分散して高速化（ストライピング）。RAID1：複数のディスクに同じデータを書き込み、高信頼性(ミラーリング)。RAID3：複数のディスクにデータを分散、ディスクにパリティ情報を固定し、高速化、高信頼性。RAID5：複数のディスクにデータを分散、複数ディスクにパリティ情報を付与し、高速化、高信頼性。,11,0
フォールトアボイダンス,障害が起きないようにする対策で、部品の信頼性を高めたり、定期保守を行ったりして故障そのものを排除するという思想。,5,0
フォールトトレランス,障害が起きてもシステムを動かし続けるための対策で、故障しても耐え切るという思想。,5,0
フェールセーフ,システムの一部が故障したとき、あらかじめ定めた安全な状態に移行する思想。作業範囲に人間が入ったことを検知するセンサが故障したとシステムが判断した場合、ロボットアームを強制的に停止させるなどが挙げられる。,5,0
フェールソフト,システムの一部が故障したとき、機能を低下させてでもシステムを継続作動させる思想。飛行機のエンジンがいくつか止まっても、残りのエンジンで縮退動作を続けるなどが挙げられる。,5,0
フールプルーフ,誤作動が起きにくい仕様にし、意図していない操作をしても故障しないという思想。数字入力フィールドに数字以外のものが入力された場合、システムから警告メッセージを出力して正しい入力を要求する設計などが挙げられる。,5,0
MIPS,1秒間当たりに実行される命令の回数を百万単位で表記したもの。CPUの性能比較によく使われる。,12,0
ベンチマークテスト,使用目的に合わせて選定した標準的なプログラムを実行させ、その処理性能を測定するテスト手法。,5,0
平均故障間隔(MTBF),システムが故障してから、次にまた故障するまでの平均時間。この値が大きいほど信頼性が高いシステムと言える。,5,0
平均修理時間(MTTR),システム修理に要する平均時間。この値が小さいほど保守性の高いシステムと言える。,5,0
稼働率,システムが正常に稼働している割合。MTBF/(MTBF+MTTR)の数式で求められる。また、二つのシステムの稼働率をA、Bとしたとき、直列システムの稼働率はA×B、並列システムの稼働率は1-(1-A)(1-B)で求められる。,1,0
CIO,情報システムの立案から実行までの責任者。経営戦略を実現するため、全社的観点から情報化戦略を立案し、経営戦略との整合性の確認や評価を行う。,10,0
要件定義,新たに構築するシステムの仕様、機能、範囲を明確化し、それらを利害関係者で合意するプロセス。業務上実現すべきである業務要件、情報システムの機能を明確にする機能要件、性能や信頼性を明確にする非機能要件がある。,7,0
CSR,企業活動において経済的成長だけでなく、環境や社会からの要請に対し、責任を果たすことが企業価値の向上につながるという思想。企業の社会的責任という意味。,10,0
